microRNA	Gene1
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	AC079296.1
hsa-miR-504	CERNA3
hsa-miR-504	AC090578.1
hsa-miR-504	AC083843.2
hsa-miR-504	AC025524.2
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	LINC01606
hsa-miR-504	LINC00588
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	AC131025.1
hsa-miR-504	AC021242.2
hsa-miR-504	AC011365.1
hsa-miR-504	HDAC2-AS2
hsa-miR-504	AC090578.1
hsa-miR-504	AC037441.1
hsa-miR-504	AC008694.1
hsa-miR-504	AC011124.1
hsa-miR-504	AC021242.2
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	AC011124.1
hsa-miR-504	SAP30L-AS1
hsa-miR-504	AC012349.1
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	LINC01485
hsa-miR-504	LINC02153
hsa-miR-504	AC011365.1
hsa-miR-504	HOXA11-AS
hsa-miR-504	HDAC2-AS2
hsa-miR-504	LINC01605
hsa-miR-504	LINC01485
hsa-miR-504	AC021242.2
hsa-miR-504	AP003548.1
hsa-miR-504	AC022784.1
hsa-miR-504	HDAC2-AS2
hsa-miR-504	HOXA11-AS
hsa-miR-504	AC023632.2
hsa-miR-504	AC025524.2
hsa-miR-504	HDAC2-AS2
hsa-miR-504	LZTS1-AS1
hsa-miR-504	CCDC26
hsa-miR-504	AC012613.2
hsa-miR-504	AC022784.1
hsa-miR-504	AC090578.1
hsa-miR-504	LINC02202
hsa-miR-504	LINC01606
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	AC108482.1
hsa-miR-504	AC019270.1
hsa-miR-504	AC090987.1
hsa-miR-504	LINC01485
hsa-miR-504	LINC01511
hsa-miR-504	AC025524.2
hsa-miR-504	AP003548.1
hsa-miR-504	LINC02209
hsa-miR-504	THUMPD3-AS1
hsa-miR-504	AC100800.1
hsa-miR-504	SAP30L-AS1
hsa-miR-504	LINC01592
hsa-miR-504	HOXA-AS3
hsa-miR-504	ZNF503-AS1
hsa-miR-504	AP000487.1
hsa-miR-504	AC013714.1
hsa-miR-504	AP002495.1
hsa-miR-504	GMDS-DT
hsa-miR-504	AC067930.2
hsa-miR-504	AC136475.5
hsa-miR-504	KRTAP5-AS1
hsa-miR-504	AC026250.1
hsa-miR-504	WT1-AS
hsa-miR-504	AC107884.1
hsa-miR-504	AC093496.1
hsa-miR-504	AP002812.2
hsa-miR-504	SBF2-AS1
hsa-miR-504	AP001636.3
hsa-miR-504	LINC01016
hsa-miR-504	GMDS-DT
hsa-miR-504	FAM66A
hsa-miR-504	LINC01016
hsa-miR-504	AC006299.1
hsa-miR-504	NCAM1-AS1
hsa-miR-504	GRM5-AS1
hsa-miR-504	AL138889.1
hsa-miR-504	AP000924.1
hsa-miR-504	AC136475.2
hsa-miR-504	SBF2-AS1
hsa-miR-504	AC116456.1
hsa-miR-504	LRRC8C-DT
hsa-miR-504	AC107884.1
hsa-miR-504	AP000924.1
hsa-miR-504	LINC01001
hsa-miR-504	AC107884.1
hsa-miR-504	AP003032.1
hsa-miR-504	ZNF503-AS1
hsa-miR-504	AP001007.1
hsa-miR-504	AC023946.1
hsa-miR-504	ZNF252P-AS1
hsa-miR-504	AC084125.2
hsa-miR-504	AP006284.1
hsa-miR-504	SBF2-AS1
hsa-miR-504	AP006284.1
hsa-miR-504	LINC01001
hsa-miR-504	AP001922.5
hsa-miR-504	AC087362.1
hsa-miR-504	ALKBH3-AS1
hsa-miR-504	WAC-AS1
hsa-miR-504	ZNF503-AS1
hsa-miR-504	AC116456.1
hsa-miR-504	ALKBH3-AS1
hsa-miR-504	WAC-AS1
hsa-miR-504	AP003062.1
hsa-miR-504	TBX5-AS1
hsa-miR-504	AP001528.2
hsa-miR-504	LRRC8C-DT
hsa-miR-504	AC006299.1
hsa-miR-504	AP002893.1
hsa-miR-504	AP003068.1
hsa-miR-504	OR56A3
hsa-miR-504	AP003716.1
hsa-miR-504	FAM66E
hsa-miR-504	AP001972.2
hsa-miR-504	STRA6LP
hsa-miR-504	GMDS-DT
hsa-miR-504	AL138889.1
hsa-miR-504	AC116021.1
hsa-miR-504	AC107884.1
hsa-miR-504	AC107884.1
hsa-miR-504	BDNF-AS
hsa-miR-504	GMDS-DT
hsa-miR-504	ZNF503-AS1
hsa-miR-504	BDNF-AS
hsa-miR-504	AP000487.1
hsa-miR-504	GMDS-DT
hsa-miR-504	AC107884.1
hsa-miR-504	AC024475.3
hsa-miR-504	AP002008.2
hsa-miR-504	TBX5-AS1
hsa-miR-504	LINC01016
hsa-miR-504	AC136475.5
hsa-miR-504	GMDS-DT
hsa-miR-504	AP000442.2
hsa-miR-504	TBX5-AS1
hsa-miR-504	AP000442.2
hsa-miR-504	AC068733.1
hsa-miR-504	LINC02547
hsa-miR-504	AC105219.1
hsa-miR-504	AC079296.1
hsa-miR-504	AC100786.1
hsa-miR-504	FAM111A-DT
hsa-miR-504	AC067930.4
hsa-miR-504	ZNF503-AS1
hsa-miR-504	CSTF3-DT
hsa-miR-504	AP001652.1
hsa-miR-504	GRM5-AS1
hsa-miR-504	AP005135.1
hsa-miR-504	AP001636.3
hsa-miR-504	GMDS-DT
hsa-miR-504	AP003393.1
hsa-miR-504	AL161668.4
hsa-miR-504	AC068733.1
hsa-miR-504	STRA6LP
hsa-miR-504	GMDS-DT
hsa-miR-504	TBX5-AS1
hsa-miR-504	AC100786.1
hsa-miR-504	FAM111A-DT
hsa-miR-504	AP005436.3
hsa-miR-504	KRTAP5-AS1
hsa-miR-504	BDNF-AS
hsa-miR-504	IQANK1
hsa-miR-504	FAM111A-DT
hsa-miR-504	LINC01016
hsa-miR-504	AC100858.3
hsa-miR-504	FAM66E
hsa-miR-504	NCAM1-AS1
hsa-miR-504	GMDS-DT
hsa-miR-504	AP003716.1
hsa-miR-504	AP001528.2
hsa-miR-504	AC107884.1
hsa-miR-504	AC107884.1
hsa-miR-504	ZNF503-AS1
hsa-miR-504	AP006284.1
hsa-miR-504	AP001636.3
hsa-miR-504	AL161668.4
hsa-miR-504	KRTAP5-AS1
hsa-miR-504	STRA6LP
hsa-miR-504	GMDS-DT
hsa-miR-504	ALKBH3-AS1
hsa-miR-504	AC127526.1
hsa-miR-504	MALAT1
hsa-miR-504	IQANK1
hsa-miR-504	GMDS-DT
hsa-miR-504	GMDS-DT
hsa-miR-504	AC136475.5
hsa-miR-504	SBF2-AS1
hsa-miR-504	AP000787.1
hsa-miR-504	AP000787.1
hsa-miR-504	AP002518.1
hsa-miR-504	SLC9A3-AS1
hsa-miR-504	SNHG1
hsa-miR-504	C1RL-AS1
hsa-miR-504	LINC00943
hsa-miR-504	PXN-AS1
hsa-miR-504	HNF1A-AS1
hsa-miR-504	LINC00943
hsa-miR-504	CD27-AS1
hsa-miR-504	SNHG1
hsa-miR-504	AC024901.1
hsa-miR-504	DDX11-AS1
hsa-miR-504	AL161747.2
hsa-miR-504	SLC12A5-AS1
hsa-miR-504	RPS6KB2-AS1
hsa-miR-504	AC009509.1
hsa-miR-504	CD27-AS1
hsa-miR-504	FAM222A-AS1
hsa-miR-504	LINC00944
hsa-miR-504	LINC02443
hsa-miR-504	LINC00937
hsa-miR-504	LINC00937
hsa-miR-504	C1RL-AS1
hsa-miR-504	AP000787.1
hsa-miR-504	AL132708.1
hsa-miR-504	AC022613.1
hsa-miR-504	AC009509.1
hsa-miR-504	CD27-AS1
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	PITPNM2-AS1
hsa-miR-504	HNF1A-AS1
hsa-miR-504	LINC00943
hsa-miR-504	AC135782.1
hsa-miR-504	LINC00937
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	AC140847.1
hsa-miR-504	LINC00612
hsa-miR-504	AC005906.2
hsa-miR-504	SNHG1
hsa-miR-504	LINC00937
hsa-miR-504	CD27-AS1
hsa-miR-504	SNHG1
hsa-miR-504	PXN-AS1
hsa-miR-504	HNF1A-AS1
hsa-miR-504	SNHG1
hsa-miR-504	LINC00943
hsa-miR-504	LINC00937
hsa-miR-504	AC026358.1
hsa-miR-504	PXN-AS1
hsa-miR-504	AC008250.1
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	AP000943.2
hsa-miR-504	LINC02443
hsa-miR-504	LINC00943
hsa-miR-504	LINC02443
hsa-miR-504	LINC00944
hsa-miR-504	AP000787.1
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	AP003559.1
hsa-miR-504	AP003065.1
hsa-miR-504	HCP5
hsa-miR-504	LINC02368
hsa-miR-504	AP000943.2
hsa-miR-504	LINC00943
hsa-miR-504	SNHG1
hsa-miR-504	FAM222A-AS1
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	CACNA1C-AS1
hsa-miR-504	FAM222A-AS1
hsa-miR-504	C1RL-AS1
hsa-miR-504	AC005840.2
hsa-miR-504	SNHG1
hsa-miR-504	AP000851.1
hsa-miR-504	LINC00944
hsa-miR-504	PXN-AS1
hsa-miR-504	PXN-AS1
hsa-miR-504	AP000943.2
hsa-miR-504	TMEM132D-AS2
hsa-miR-504	AC009509.1
hsa-miR-504	AC243972.1
hsa-miR-504	AC005865.1
hsa-miR-504	AP000787.1
hsa-miR-504	AP000787.1
hsa-miR-504	AP000438.1
hsa-miR-504	AP000943.2
hsa-miR-504	AC007619.1
hsa-miR-504	AP000851.1
hsa-miR-504	AC090673.1
hsa-miR-504	LINC00937
hsa-miR-504	LINC00944
hsa-miR-504	CACNA1C-AS1
hsa-miR-504	SNHG1
hsa-miR-504	AL592486.1
hsa-miR-504	LINC02443
hsa-miR-504	MALAT1
hsa-miR-504	SNHG1
hsa-miR-504	LINC00494
hsa-miR-504	AP000439.3
hsa-miR-504	AP000787.1
hsa-miR-504	SNHG1
hsa-miR-504	CD27-AS1
hsa-miR-504	SNHG1
hsa-miR-504	LINC00944
hsa-miR-504	SNHG1
hsa-miR-504	SNHG1
hsa-miR-504	NBPF5P
hsa-miR-504	LINC00944
hsa-miR-504	AC068888.1
hsa-miR-504	GPN3
hsa-miR-504	AC068888.1
hsa-miR-504	AC068888.1
hsa-miR-504	AC002351.1
hsa-miR-504	AL589743.1
hsa-miR-504	LINC02298
hsa-miR-504	SCAT2
hsa-miR-504	AC011603.2
hsa-miR-504	DDN-AS1
hsa-miR-504	CASC18
hsa-miR-504	AC130415.1
hsa-miR-504	AL139020.2
hsa-miR-504	AC011603.2
hsa-miR-504	C12orf45
hsa-miR-504	AC004241.1
hsa-miR-504	AC079601.1
hsa-miR-504	DDN-AS1
hsa-miR-504	LINC01234
hsa-miR-504	LINC01475
hsa-miR-504	AC090503.1
hsa-miR-504	LINC02298
hsa-miR-504	AC011603.2
hsa-miR-504	AC090115.1
hsa-miR-504	AC002351.1
hsa-miR-504	LINC02298
hsa-miR-504	AC008125.1
hsa-miR-504	CASC18
hsa-miR-504	AC127164.1
hsa-miR-504	BCDIN3D-AS1
hsa-miR-504	AC011595.1
hsa-miR-504	AL589743.1
hsa-miR-504	BCDIN3D-AS1
hsa-miR-504	AC068888.1
hsa-miR-504	AC023161.1
hsa-miR-504	AC089983.1
hsa-miR-504	AC073863.1
hsa-miR-504	AC025154.2
hsa-miR-504	LINC01234
hsa-miR-504	LNCOG
hsa-miR-504	AC125611.3
hsa-miR-504	AC025154.2
hsa-miR-504	AC068888.1
hsa-miR-504	BRD3OS
hsa-miR-504	LINC01234
hsa-miR-504	BCDIN3D-AS1
hsa-miR-504	AL928654.1
hsa-miR-504	EMX2OS
hsa-miR-504	AC069437.1
hsa-miR-504	AC011603.2
hsa-miR-504	AC009803.1
hsa-miR-504	AC089987.2
hsa-miR-504	AC026765.2
hsa-miR-504	AC068888.1
hsa-miR-504	AC009803.1
hsa-miR-504	AC048344.1
hsa-miR-504	LINC01234
hsa-miR-504	AC126763.1
hsa-miR-504	BRD3OS
hsa-miR-504	LINC01475
hsa-miR-504	AC004241.1
hsa-miR-504	DDN-AS1
hsa-miR-504	AC025154.2
hsa-miR-504	AC004241.1
hsa-miR-504	AC011603.2
hsa-miR-504	AC068888.1
hsa-miR-504	DDN-AS1
hsa-miR-504	LINC02457
hsa-miR-504	AC004241.1
hsa-miR-504	LNCOG
hsa-miR-504	LINC00523
hsa-miR-504	AL137786.1
hsa-miR-504	LINC00929
hsa-miR-504	AL139020.2
hsa-miR-504	AL049828.1
hsa-miR-504	AL133240.1
hsa-miR-504	SNHG10
hsa-miR-504	LINC00523
hsa-miR-504	AL139022.1
hsa-miR-504	ITPK1-AS1
hsa-miR-504	AL358334.2
hsa-miR-504	AL590079.1
hsa-miR-504	AL096869.2
hsa-miR-504	LINC00639
hsa-miR-504	ACTN1-AS1
hsa-miR-504	ACTN1-AS1
hsa-miR-504	AL133167.1
hsa-miR-504	AF111169.2
hsa-miR-504	AC005480.1
hsa-miR-504	MEG9
hsa-miR-504	AL132796.2
hsa-miR-504	AL390254.1
hsa-miR-504	SNHG10
hsa-miR-504	LINC00523
hsa-miR-504	AL163636.1
hsa-miR-504	MEG8
hsa-miR-504	MEG8
hsa-miR-504	AC004846.1
hsa-miR-504	AC092143.2
hsa-miR-504	LINC00639
hsa-miR-504	AL133167.1
hsa-miR-504	AL137191.1
hsa-miR-504	AC005225.2
hsa-miR-504	AL133467.2
hsa-miR-504	AL139099.1
hsa-miR-504	AL132709.1
hsa-miR-504	LINC01580
hsa-miR-504	AL139022.1
hsa-miR-504	AL590079.1
hsa-miR-504	AL359682.1
hsa-miR-504	LINC00645
hsa-miR-504	MEG8
hsa-miR-504	LINC01580
hsa-miR-504	LINC01595
hsa-miR-504	LINC02317
hsa-miR-504	AL137786.1
hsa-miR-504	AL583722.4
hsa-miR-504	AL132709.1
hsa-miR-504	SNHG10
hsa-miR-504	AL139022.1
hsa-miR-504	AC005480.1
hsa-miR-504	AL162311.3
hsa-miR-504	AL135999.1
hsa-miR-504	AC005225.3
hsa-miR-504	LINC01595
hsa-miR-504	AL132709.1
hsa-miR-504	LINC00639
hsa-miR-504	AL139022.1
hsa-miR-504	AL132709.1
hsa-miR-504	LINC00929
hsa-miR-504	LINC00929
hsa-miR-504	LINC00523
hsa-miR-504	AL359317.1
hsa-miR-504	LINC01581
hsa-miR-504	AL139020.2
hsa-miR-504	AL583810.2
hsa-miR-504	AL590079.1
hsa-miR-504	AC004846.2
hsa-miR-504	MEG8
hsa-miR-504	LINC00523
hsa-miR-504	MEG8
hsa-miR-504	AL139021.1
hsa-miR-504	AL096869.2
hsa-miR-504	LINC00639
hsa-miR-504	AL157871.4
hsa-miR-504	LINC00645
hsa-miR-504	LINC00645
hsa-miR-504	LINC00639
hsa-miR-504	LINC00929
hsa-miR-504	AL132711.1
hsa-miR-504	LINC00929
hsa-miR-504	AL110504.1
hsa-miR-504	LINGO1-AS2
hsa-miR-504	AC009269.4
hsa-miR-504	AC103740.2
hsa-miR-504	LINC02352
hsa-miR-504	AC015712.1
hsa-miR-504	AC090527.1
hsa-miR-504	AC022613.2
hsa-miR-504	AC103740.1
hsa-miR-504	IQCH-AS1
hsa-miR-504	AC115102.1
hsa-miR-504	AC012050.1
hsa-miR-504	AC015712.1
hsa-miR-504	SPATA41
hsa-miR-504	ZNF710-AS1
hsa-miR-504	AC104590.1
hsa-miR-504	AC021739.2
hsa-miR-504	AC087477.2
hsa-miR-504	DRAIC
hsa-miR-504	AC103740.1
hsa-miR-504	AC013356.4
hsa-miR-504	AC091100.1
hsa-miR-504	AC015712.1
hsa-miR-504	AC015712.4
hsa-miR-504	AC087477.2
hsa-miR-504	AC025580.2
hsa-miR-504	LINC02254
hsa-miR-504	AC015712.4
hsa-miR-504	CCDC33
hsa-miR-504	LINC01895
hsa-miR-504	LINGO1-AS1
hsa-miR-504	AC022196.1
hsa-miR-504	LINC01581
hsa-miR-504	LINGO1-AS1
hsa-miR-504	AC103740.1
hsa-miR-504	AC067863.1
hsa-miR-504	AC023355.1
hsa-miR-504	CCDC33
hsa-miR-504	IQCH-AS1
hsa-miR-504	LINC02352
hsa-miR-504	IQCH-AS1
hsa-miR-504	AC015712.1
hsa-miR-504	AL132801.1
hsa-miR-504	PLCB2-AS1
hsa-miR-504	AC022196.1
hsa-miR-504	AC091073.1
hsa-miR-504	AC015712.4
hsa-miR-504	AL132801.1
hsa-miR-504	IQCH-AS1
hsa-miR-504	AC025580.2
hsa-miR-504	AC025580.2
hsa-miR-504	AC025580.2
hsa-miR-504	AC027228.1
hsa-miR-504	CCDC33
hsa-miR-504	LINC01582
hsa-miR-504	LINGO1-AS1
hsa-miR-504	SPATA41
hsa-miR-504	AC023355.1
hsa-miR-504	AC009432.1
hsa-miR-504	AC127522.1
hsa-miR-504	AC025580.2
hsa-miR-504	AC114546.2
hsa-miR-504	FSIP1
hsa-miR-504	CTXND1
hsa-miR-504	AC104590.1
hsa-miR-504	DRAIC
hsa-miR-504	TPM1-AS
hsa-miR-504	AC103740.1
hsa-miR-504	AC022613.1
hsa-miR-504	LINC01582
hsa-miR-504	AC015712.1
hsa-miR-504	IQCH-AS1
hsa-miR-504	TPM1-AS
hsa-miR-504	MAPK6-DT
hsa-miR-504	CCDC33
hsa-miR-504	PDP2
hsa-miR-504	LINC01229
hsa-miR-504	LINC02179
hsa-miR-504	ATP2A1-AS1
hsa-miR-504	AC116903.2
hsa-miR-504	AC126323.6
hsa-miR-504	LINC02562
hsa-miR-504	SPN
hsa-miR-504	LINC02137
hsa-miR-504	AC112236.1
hsa-miR-504	PCAT1
hsa-miR-504	LINC01963
hsa-miR-504	LINC02188
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC034111.1
hsa-miR-504	AC141586.3
hsa-miR-504	AC126773.2
hsa-miR-504	AC099524.1
hsa-miR-504	AC132825.3
hsa-miR-504	TPBGL
hsa-miR-504	AC142086.1
hsa-miR-504	PWRN1
hsa-miR-504	AC011467.1
hsa-miR-504	AC003985.2
hsa-miR-504	LCMT1-AS2
hsa-miR-504	LINC02137
hsa-miR-504	AP005233.1
hsa-miR-504	HCG22
hsa-miR-504	AC012174.1
hsa-miR-504	LINC02562
hsa-miR-504	AC009034.1
hsa-miR-504	PWRN1
hsa-miR-504	AP003071.3
hsa-miR-504	AC007938.1
hsa-miR-504	AC116348.1
hsa-miR-504	AC092368.3
hsa-miR-504	AC106754.1
hsa-miR-504	AC018943.1
hsa-miR-504	LINC00565
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC108860.2
hsa-miR-504	AC135782.3
hsa-miR-504	AC092620.2
hsa-miR-504	AC007495.2
hsa-miR-504	AC012531.1
hsa-miR-504	AC012435.2
hsa-miR-504	AC138627.1
hsa-miR-504	AC104024.2
hsa-miR-504	LINC00838
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC025271.3
hsa-miR-504	AC016597.1
hsa-miR-504	AC011840.2
hsa-miR-504	AC027682.2
hsa-miR-504	AL133279.3
hsa-miR-504	AL133297.2
hsa-miR-504	IL21R-AS1
hsa-miR-504	AL031123.2
hsa-miR-504	AC106782.2
hsa-miR-504	SNAI3-AS1
hsa-miR-504	AC105411.1
hsa-miR-504	AC107068.1
hsa-miR-504	AC009034.1
hsa-miR-504	LINC01229
hsa-miR-504	AC093525.6
hsa-miR-504	SERTM2
hsa-miR-504	AGBL1-AS1
hsa-miR-504	SNAI3-AS1
hsa-miR-504	AC120045.1
hsa-miR-504	AC093249.2
hsa-miR-504	AC015818.2
hsa-miR-504	ADPGK-AS1
hsa-miR-504	LINC02562
hsa-miR-504	AL137782.1
hsa-miR-504	MAN2C1
hsa-miR-504	LINC01960
hsa-miR-504	AC135012.1
hsa-miR-504	AC099524.1
hsa-miR-504	AC023824.4
hsa-miR-504	AC007495.2
hsa-miR-504	AC012508.1
hsa-miR-504	AC098934.4
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC092803.2
hsa-miR-504	LINC02177
hsa-miR-504	AC025259.3
hsa-miR-504	AC084782.1
hsa-miR-504	AC108099.1
hsa-miR-504	AC105411.1
hsa-miR-504	AGBL1-AS1
hsa-miR-504	AC010333.2
hsa-miR-504	AC036108.3
hsa-miR-504	AC025259.3
hsa-miR-504	LINC02280
hsa-miR-504	AP000997.2
hsa-miR-504	AL157831.2
hsa-miR-504	AC027682.3
hsa-miR-504	AC117382.2
hsa-miR-504	AC092145.1
hsa-miR-504	AC016597.1
hsa-miR-504	PWRN1
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC138028.4
hsa-miR-504	AL358933.1
hsa-miR-504	AC105411.1
hsa-miR-504	CENPBD1
hsa-miR-504	AC009088.1
hsa-miR-504	LINC01311
hsa-miR-504	LINC01311
hsa-miR-504	HCG22
hsa-miR-504	LCMT1-AS2
hsa-miR-504	AC125793.1
hsa-miR-504	PWRN1
hsa-miR-504	AC005837.1
hsa-miR-504	AC099524.1
hsa-miR-504	PWRN1
hsa-miR-504	AL049796.1
hsa-miR-504	AC138907.7
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC112176.1
hsa-miR-504	PWRN1
hsa-miR-504	AL162741.1
hsa-miR-504	SNAI3-AS1
hsa-miR-504	AC099524.1
hsa-miR-504	LOXL1-AS1
hsa-miR-504	ATP2C2-AS1
hsa-miR-504	LOXL1-AS1
hsa-miR-504	LINC00561
hsa-miR-504	AL353803.4
hsa-miR-504	PWRN1
hsa-miR-504	AC027682.4
hsa-miR-504	AL450468.2
hsa-miR-504	AC136285.1
hsa-miR-504	AC099524.1
hsa-miR-504	AC010889.1
hsa-miR-504	PWRN2
hsa-miR-504	AC142086.1
hsa-miR-504	AL031600.3
hsa-miR-504	LINC00562
hsa-miR-504	HCG22
hsa-miR-504	LINC02011
hsa-miR-504	AC092447.8
hsa-miR-504	LINC01541
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AL590004.3
hsa-miR-504	ADPGK-AS1
hsa-miR-504	AL512634.1
hsa-miR-504	AGBL1-AS1
hsa-miR-504	NBAT1
hsa-miR-504	AL031705.1
hsa-miR-504	AC008938.1
hsa-miR-504	ATP2A1-AS1
hsa-miR-504	AC012184.1
hsa-miR-504	AL356489.2
hsa-miR-504	AC036108.2
hsa-miR-504	AC008870.1
hsa-miR-504	AC027228.2
hsa-miR-504	LINC02562
hsa-miR-504	AC109460.1
hsa-miR-504	PWRN2
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC010547.1
hsa-miR-504	LINC02137
hsa-miR-504	AC092326.1
hsa-miR-504	SH3RF3-AS1
hsa-miR-504	AC093627.7
hsa-miR-504	AC104794.2
hsa-miR-504	AC138625.1
hsa-miR-504	AC138028.1
hsa-miR-504	AC012508.2
hsa-miR-504	LOXL1-AS1
hsa-miR-504	PWRN1
hsa-miR-504	LINC01229
hsa-miR-504	LINC02367
hsa-miR-504	AC120045.1
hsa-miR-504	HOXC-AS3
hsa-miR-504	LINC02418
hsa-miR-504	LINC01544
hsa-miR-504	AL031714.1
hsa-miR-504	AL591848.4
hsa-miR-504	PWRN2
hsa-miR-504	AC110079.1
hsa-miR-504	AC099398.1
hsa-miR-504	AC138028.2
hsa-miR-504	SNAI3-AS1
hsa-miR-504	PWRN1
hsa-miR-504	AC109495.1
hsa-miR-504	AC134312.5
hsa-miR-504	PWRN1
hsa-miR-504	AC109460.2
hsa-miR-504	LOXL1-AS1
hsa-miR-504	PRSS29P
hsa-miR-504	AC126323.6
hsa-miR-504	LINC01541
hsa-miR-504	AL031714.1
hsa-miR-504	AC009034.1
hsa-miR-504	AC099524.1
hsa-miR-504	AC138627.1
hsa-miR-504	AL445471.2
hsa-miR-504	AL133367.1
hsa-miR-504	LOXL1-AS1
hsa-miR-504	AC083843.3
hsa-miR-504	AC134312.4
hsa-miR-504	AC010551.1
hsa-miR-504	AC105411.1
hsa-miR-504	PWRN1
hsa-miR-504	SNAI3-AS1
hsa-miR-504	LINC01229
hsa-miR-504	AC136944.2
hsa-miR-504	AC022165.1
hsa-miR-504	AC105411.1
hsa-miR-504	AC105411.1
hsa-miR-504	AC016597.1
hsa-miR-504	AC120498.3
hsa-miR-504	AC138907.7
hsa-miR-504	AL022344.1
hsa-miR-504	AC020779.2
hsa-miR-504	KIDINS220
hsa-miR-504	AC018943.1
hsa-miR-504	LINC01229
hsa-miR-504	SERTM2
hsa-miR-504	AC134682.1
hsa-miR-504	VENTXP1
hsa-miR-504	AL499627.1
hsa-miR-504	AC138627.1
hsa-miR-504	AL359851.1
hsa-miR-504	LINC00559
hsa-miR-504	NTRK3-AS1
hsa-miR-504	AL163952.1
hsa-miR-504	AC023830.1
hsa-miR-504	AC099524.1
hsa-miR-504	LINC02188
hsa-miR-504	SNAI3-AS1
hsa-miR-504	AC093525.7
hsa-miR-504	AC139256.1
hsa-miR-504	AL606760.3
hsa-miR-504	PWRN1
hsa-miR-504	AC109460.2
hsa-miR-504	AC134508.1
hsa-miR-504	CDYL2
hsa-miR-504	AL591848.3
hsa-miR-504	AC009690.2
hsa-miR-504	HCG22
hsa-miR-504	AL137782.1
hsa-miR-504	AC022167.4
hsa-miR-504	MMP25-AS1
hsa-miR-504	LINC00514
hsa-miR-504	AC108134.3
hsa-miR-504	AKTIP
hsa-miR-504	AC068152.1
hsa-miR-504	Z92544.1
hsa-miR-504	AC040162.3
hsa-miR-504	MIR497HG
hsa-miR-504	AC040977.2
hsa-miR-504	AC007613.1
hsa-miR-504	AC068152.1
hsa-miR-504	AC099489.3
hsa-miR-504	LINC01569
hsa-miR-504	AC040160.1
hsa-miR-504	AC068152.1
hsa-miR-504	AC127496.1
hsa-miR-504	MMP25-AS1
hsa-miR-504	MMP25-AS1
hsa-miR-504	AC091563.1
hsa-miR-504	AC092368.3
hsa-miR-504	AF001548.2
hsa-miR-504	AC005695.1
hsa-miR-504	AC108134.3
hsa-miR-504	AC068152.1
hsa-miR-504	AC010401.1
hsa-miR-504	LINC02185
hsa-miR-504	LINC01979
hsa-miR-504	LINC02185
hsa-miR-504	LINC02128
hsa-miR-504	AC015813.1
hsa-miR-504	AC005821.1
hsa-miR-504	AL445686.2
hsa-miR-504	AC024614.1
hsa-miR-504	AC099850.3
hsa-miR-504	COX10-AS1
hsa-miR-504	AC005726.2
hsa-miR-504	AC138761.1
hsa-miR-504	LINC01630
hsa-miR-504	WWC2-AS2
hsa-miR-504	AC061975.4
hsa-miR-504	AC007431.1
hsa-miR-504	SNHG29
hsa-miR-504	DSCR9
hsa-miR-504	AC138761.1
hsa-miR-504	AC090774.2
hsa-miR-504	AL353997.2
hsa-miR-504	AC005549.1
hsa-miR-504	DTX2P1-UPK3BP1-PMS2P11
hsa-miR-504	LINC00683
hsa-miR-504	DYNLL2
hsa-miR-504	CDKN2B-AS1
hsa-miR-504	LINC01903
hsa-miR-504	LINC01630
hsa-miR-504	LINC00092
hsa-miR-504	AC093484.2
hsa-miR-504	AP005328.1
hsa-miR-504	AC103810.5
hsa-miR-504	AC123786.1
hsa-miR-504	AC007948.1
hsa-miR-504	GARS-DT
hsa-miR-504	AC006141.1
hsa-miR-504	AC015813.1
hsa-miR-504	AC005288.1
hsa-miR-504	AC006270.1
hsa-miR-504	CYP4F35P
hsa-miR-504	AC064805.2
hsa-miR-504	AC091170.1
hsa-miR-504	AC005562.1
hsa-miR-504	AC090772.3
hsa-miR-504	AC110597.3
hsa-miR-504	LINC01630
hsa-miR-504	AC090772.1
hsa-miR-504	LINC00668
hsa-miR-504	LINC00092
hsa-miR-504	AC093484.3
hsa-miR-504	AP005242.1
hsa-miR-504	AC135178.3
hsa-miR-504	AC005544.1
hsa-miR-504	AC079915.1
hsa-miR-504	AC010761.3
hsa-miR-504	AC100863.1
